Max@gmail.com,testcustomer,Hell yes!,12/09/2023,11:35
Max@gmail.com,testcustomer,I love you man,12/09/2023,11:43
Max@gmail.com,testcustomer,hi,12/09/2023,12:20
Max@gmail.com,testcustomer,this is some nice text! thanks a lot hoss.,12/09/2023,12:20
Max@gmail.com,testcustomer,fucking love vim,12/09/2023,13:11
Max@gmail.com,testcustomer,Sup¶¶,12/09/2023,13:22
Max@gmail.com,testcustomer,Bros¶ I love commas!,12/09/2023,13:24
Max@gmail.com,testcustomer,¶¶¶¶¶¶¶¶¶¶¶¶¶¶¶¶¶¶¶¶¶¶¶Did i break?<<<<<¶¶¶¶,12/09/2023,13:25
Max@gmail.com,testcustomer,¶d\p]jfk\qopwkd\opwkfeopvmeafpde,12/09/2023,13:25
Max@gmail.com,testcustomer,¶¶¶¶¶¶¶¶¶¶¶¶¶¶¶¶¶¶¶¶¶¶¶¶¶¶¶¶¶¶¶¶¶¶¶¶¶¶¶¶¶¶¶¶¶¶¶¶¶¶¶¶¶¶¶¶¶¶¶¶¶¶¶¶¶¶¶¶¶¶¶¶¶¶¶¶¶¶¶¶¶¶¶¶¶¶¶¶¶¶¶¶¶¶¶¶¶¶¶¶¶¶¶¶,12/09/2023,13:25
